monto_reclamado,cantidad_siniestros_previos,debt_ratio,bounced_checks,antiguedad_como_cliente_meses,zona_de_riesgo,imagenes_sospechosas,telefono_repetido_con_otro_cliente,proveedor_repetido,historial_fraude_confirmado,credit_score,fraude
284706.0,3,0.13963355828050483,1,41,0,0,1,0,0,670,0
128858.0,0,0.15290913737086118,0,116,0,0,1,0,0,582,0
593885.0,4,0.000477664901012479,0,13,1,0,0,0,0,613,0
204835.0,0,0.06982889267765409,1,114,0,0,0,0,0,782,0
337584.0,3,0.057421252761934126,0,61,0,0,0,0,0,596,0
76034.0,1,0.2509659073242677,0,185,0,0,0,0,0,941,0
480073.0,0,0.1420256998458726,0,43,0,0,0,0,0,557,0
85070.0,0,0.10140478752894368,1,16,0,0,0,0,0,577,0
283357.0,1,0.09586308233916528,1,15,0,0,0,0,0,694,0
189594.0,1,0.08882417283885703,0,53,1,0,0,0,0,689,0
158581.0,1,0.2270482643388053,0,60,0,0,0,0,0,778,0
157928.0,4,0.0,0,53,0,0,0,0,0,631,0
792341.0,1,0.03826122594914922,1,53,1,0,1,0,0,725,0
184348.0,1,0.11568668577687664,0,100,0,0,0,0,0,598,0
436139.0,1,0.0,0,52,0,0,1,0,0,510,0
423159.0,0,0.12482246249568782,0,18,0,0,0,0,0,477,0
214282.0,1,0.05402077138658191,0,113,0,0,1,0,0,563,0
519957.0,0,0.0,1,72,0,0,0,0,0,827,0
261732.0,0,0.07192291723841894,2,112,1,0,0,0,0,855,0
142266.0,0,0.058518547250559196,0,68,0,0,0,0,0,603,0
48370.0,0,0.0,1,88,0,0,0,0,0,666,0
324271.0,0,0.2172342884334319,2,94,0,0,0,0,0,573,1
466917.0,0,0.1682701417310899,1,104,0,0,0,0,0,582,0
82965.0,1,0.0,0,36,1,0,0,0,0,375,0
453819.0,0,0.19144515121080236,2,26,0,0,0,0,0,696,0
155648.0,1,0.09907419967444384,0,27,0,0,0,0,0,686,0
324271.0,0,0.2172342884334319,2,94,0,0,0,0,0,573,1
232463.0,1,0.23272676513882545,0,82,0,0,0,0,0,394,0
335702.0,1,0.060772414791740614,0,21,1,0,0,0,0,504,0
391677.0,0,0.04731738189030331,1,20,0,0,0,1,0,734,0
390752.0,0,0.1577475180989802,2,36,0,0,0,0,0,683,0
427657.0,0,0.0660614609131117,1,155,0,0,0,0,0,598,0
372081.0,0,0.0,1,88,0,0,0,0,0,763,0
458452.0,0,0.0674355151065649,0,49,1,0,0,0,0,474,0
183939.0,2,0.043035605095670795,2,42,1,0,0,0,0,479,0
72723.0,0,0.058451112140871175,1,125,1,0,0,0,0,645,0
1081241.0,2,0.2560485243075248,1,49,0,0,0,0,0,677,1
436158.0,0,0.1483292222996765,1,88,0,0,0,0,0,677,0
424635.0,0,0.15368736507755365,1,19,0,0,0,0,0,701,0
580039.0,1,0.21015303557660697,0,206,0,0,0,0,0,593,0
353985.0,1,0.10407839049254668,0,18,0,0,0,1,0,484,0
118223.0,4,0.09797450581505662,0,25,0,1,0,0,0,551,0
323861.0,1,0.19107310136605946,3,21,1,0,0,0,0,764,0
282295.0,0,0.007776818922751611,0,66,0,0,0,0,0,626,0
604718.0,0,0.11073060186575127,1,26,1,0,0,0,0,463,0
131780.0,0,0.20015551433400658,0,8,0,0,0,1,0,613,0
1081241.0,2,0.2560485243075248,1,49,0,0,0,0,0,677,1
226310.0,2,0.047231722905777894,0,63,1,0,0,0,0,601,0
317821.0,0,0.26579514127793874,1,47,0,0,0,0,0,534,0
184794.0,1,0.08400880616431503,1,67,0,0,1,0,0,766,0
161471.0,2,0.08655034106816378,0,44,0,0,0,0,0,720,0
89402.0,0,0.022620406999706966,0,13,0,0,0,1,0,380,0
296286.0,1,0.12128723386178654,0,15,0,0,0,0,0,463,0
106936.0,1,0.0028251618209777203,1,22,0,0,0,1,0,795,0
195860.0,1,0.248430363540115,0,11,0,0,0,0,0,456,0
281683.0,2,0.015316013786721445,1,46,0,0,1,0,0,745,0
138788.0,1,0.16357886696846066,1,38,0,0,0,0,0,783,0
132860.0,1,0.1493369013842318,1,17,0,0,0,0,0,705,0
147909.0,2,0.1249654915799455,0,34,1,0,0,0,0,643,0
282306.0,2,0.27831696215569407,0,9,0,0,0,0,0,788,0
336882.0,2,0.13983019410362704,1,88,0,0,0,1,0,583,0
193623.0,0,0.0937723472985969,2,32,0,0,0,0,0,567,0
134615.0,1,0.10940904816154264,2,32,1,0,0,0,0,504,0
179804.0,1,0.0,1,46,0,0,0,0,0,652,0
272092.0,1,0.14896286243266565,0,43,0,0,0,1,0,522,0
139767.0,0,0.12874666666666668,0,72,1,0,0,1,0,496,0
131467.0,0,0.016397633254150844,1,71,0,0,0,0,0,620,0
94282.0,1,0.08104616496521817,0,58,0,0,0,0,0,677,0
262129.0,0,0.0,0,87,0,0,0,0,0,563,0
201753.0,0,0.15324303044964407,0,10,0,0,0,0,0,682,0
86120.0,0,0.0,0,61,1,0,0,0,0,689,0
194137.0,2,0.03383822912796849,0,35,0,0,0,0,0,771,0
154247.0,1,0.0,0,40,0,0,0,0,0,423,0
108938.0,0,0.02538772524675898,1,43,0,0,0,0,0,848,0
457768.0,4,0.1808627006510451,2,23,1,0,0,0,0,817,0
254204.0,1,0.008711520871773036,1,129,0,0,0,0,0,549,0
249229.0,2,0.1406911729716869,2,12,1,0,0,0,0,496,0
1081241.0,2,0.2560485243075248,1,49,0,0,0,0,0,677,1
703308.0,1,0.16703207515295743,0,12,1,0,0,0,0,573,0
439506.0,1,0.0,0,30,0,0,0,0,0,765,0
368495.0,0,0.10341858003476079,0,42,1,0,0,0,0,848,0
513577.0,1,0.06415452204556887,0,55,0,0,0,0,0,816,0
88483.0,1,0.04606561148721052,0,33,0,0,0,0,0,665,0
489833.0,0,0.07374774456734919,2,56,0,1,0,0,0,619,0
127830.0,0,0.13997395277338912,2,68,0,0,0,0,0,686,0
382976.0,1,0.0970318766234472,1,53,0,0,0,0,0,796,0
206965.0,0,0.14827150026431235,1,81,1,0,0,0,0,513,0
38288.0,0,0.15387199910622162,1,30,0,0,0,0,0,615,0
150677.0,1,0.09236761323162336,2,21,0,0,0,0,0,850,0
210099.0,0,0.07523647208266852,1,85,1,0,0,0,0,525,0
457499.0,0,0.040256588927395386,0,138,0,0,0,0,0,680,0
86302.0,1,0.21829970560338988,0,76,0,0,0,0,0,739,0
120974.0,1,0.08795365713192639,1,25,0,0,0,1,0,709,0
81617.0,0,0.0,0,35,0,1,0,0,0,617,0
163215.0,0,0.1294236904255343,0,36,0,0,0,0,0,681,0
57536.0,2,0.0,0,57,1,0,0,0,0,691,0
157351.0,2,0.0,0,10,0,0,0,0,0,655,0
391480.0,2,0.10347719756684709,1,32,0,0,0,0,0,518,0
255480.0,1,0.19690211566486973,1,93,0,0,0,0,0,741,0
210203.0,0,0.13057925590574032,0,31,1,0,0,0,0,574,0
299830.0,0,0.12762959004871663,0,38,1,0,0,1,0,645,0
157634.0,1,0.09703887106265335,1,24,0,0,0,0,0,584,0
136300.0,0,0.15266222371476817,3,23,0,0,0,0,0,523,0
76708.0,1,0.17006512574855145,0,115,1,0,0,0,0,584,0
396210.0,0,0.20197024731198357,1,69,0,0,0,0,0,458,0
211527.0,1,0.06796656533530687,0,25,1,0,0,0,0,449,0
324271.0,0,0.2172342884334319,2,94,0,0,0,0,0,573,1
355067.0,1,0.10614947494350659,0,26,1,0,0,0,0,663,0
199870.0,1,0.015226666666666666,2,27,0,1,0,0,0,574,0
138031.0,0,0.1628313331576692,0,51,0,0,1,0,0,626,0
123138.0,1,0.09285089372719449,0,66,0,0,0,1,0,854,0
459170.0,0,0.07631964794974753,0,51,0,0,0,0,0,638,0
177373.0,4,0.0,0,70,1,0,0,1,0,716,0
86704.0,0,0.09189626316362476,0,52,0,1,0,0,0,708,0
301990.0,0,0.21427745783522473,0,83,1,0,0,0,0,724,0
139748.0,0,0.02916355507397049,1,60,1,0,0,0,0,803,0
128709.0,0,0.12981121429484363,1,37,0,0,0,0,0,532,0
107925.0,1,0.18664670950155762,0,78,1,0,0,0,0,743,0
1081241.0,2,0.2560485243075248,1,49,0,0,0,0,0,677,1
347979.0,2,0.13020524293320093,0,69,0,0,0,0,0,879,0
51683.0,0,0.11607491338365188,0,63,0,0,0,0,0,848,0
94029.0,1,0.0018253656274883332,0,53,0,0,0,0,0,544,0
159783.0,0,0.05291207349949192,0,55,0,0,0,0,0,724,0
54407.0,0,0.04268912747732043,1,33,1,0,0,0,0,559,0
454780.0,0,0.02173974134314487,0,19,1,0,0,0,0,613,0
124844.0,0,0.19684687963617709,1,45,1,0,0,1,0,544,0
247506.0,1,0.039626161054933766,0,69,1,1,0,0,0,798,0
324271.0,0,0.2172342884334319,2,94,0,0,0,0,0,573,1
59648.0,1,0.03458421664999665,0,64,0,0,0,0,0,719,0
120360.0,0,0.2556001123181411,1,111,0,0,0,0,0,761,0
249095.0,1,0.14522652439909908,0,140,1,0,0,0,0,433,0
231651.0,1,0.09634149038514701,0,43,0,0,0,0,0,527,0
324271.0,0,0.2172342884334319,2,94,0,0,0,0,0,573,1
361493.0,0,0.25026155947571854,0,56,0,0,0,0,0,746,0
125731.0,2,0.06468892943957613,0,20,0,1,0,0,0,636,0
324271.0,0,0.2172342884334319,2,94,0,0,0,0,0,573,1
423036.0,0,0.04642425393494862,0,63,0,0,0,0,0,615,0
70676.0,2,0.13340811827259758,0,46,0,0,0,0,0,847,0
64099.0,1,0.0,1,23,0,0,0,0,0,712,0
269624.0,2,0.08856622958863779,0,117,0,0,0,0,0,602,0
324271.0,0,0.2172342884334319,2,94,0,0,0,0,0,573,1
324271.0,0,0.2172342884334319,2,94,0,0,0,0,0,573,1
260930.0,1,0.1121351340447421,2,65,0,0,0,0,0,768,0
324271.0,0,0.2172342884334319,2,94,0,0,0,0,0,573,1
302552.0,0,0.1827876789084618,0,153,0,0,0,0,0,746,0
121049.0,0,0.1902467315363197,2,74,1,0,0,0,0,650,0
181025.0,1,0.2081724796995466,0,29,1,0,1,0,0,473,0
71517.0,1,0.12306004578881642,0,66,0,0,0,0,0,547,0
170036.0,1,0.19841852235639112,1,23,0,0,0,0,0,551,0
39806.0,0,0.09809190101850003,0,32,0,0,0,0,0,743,0
324271.0,0,0.2172342884334319,2,94,0,0,0,0,0,573,1
164828.0,1,0.01744621764212418,2,54,1,0,0,0,0,583,0
324271.0,0,0.2172342884334319,2,94,0,0,0,0,0,573,1
308960.0,2,0.025116913003333827,0,21,0,1,0,0,0,829,0
110980.0,0,0.1735616839928636,1,18,0,0,0,0,0,695,0
266510.0,0,0.05387871447332868,0,151,0,0,0,0,0,435,0
255532.0,0,0.14458970184700629,1,46,0,0,0,0,0,638,0
141085.0,1,0.0,1,45,0,0,0,0,0,620,0
41569.0,1,0.12107626108200631,0,50,0,0,0,0,0,797,0
147455.0,0,0.06236350712244652,0,29,0,0,0,0,0,508,0
188861.0,0,0.17819715036597816,1,36,1,0,0,0,0,626,0
621297.0,0,0.12996138419525516,0,25,0,0,0,0,0,637,0
329105.0,0,0.09280666317910563,0,106,0,0,0,0,0,594,0
203520.0,1,0.03796359612358642,1,17,1,0,0,0,0,453,0
164603.0,2,0.06511006527209755,0,62,0,0,0,0,0,551,0
73340.0,1,0.05620267164155607,0,34,0,0,0,0,0,483,0
150919.0,1,0.010226666666666667,2,13,1,1,0,0,0,520,0
205189.0,1,0.0713696121732918,0,11,0,0,0,0,0,660,0
224669.0,3,0.18091764742236474,0,43,0,0,0,1,0,695,0
192105.0,0,0.0,0,37,1,0,0,0,0,708,0
230931.0,0,0.16855161475095506,1,28,0,0,0,1,0,698,0
159958.0,1,0.0,0,47,0,0,0,0,0,641,0
211919.0,1,0.14478262795256636,1,64,0,0,0,0,0,642,0
99194.0,1,0.17720941190328945,1,47,0,0,0,0,0,635,0
429970.0,0,0.06861370409558487,2,46,1,0,0,0,0,514,0
183287.0,1,0.16337315053159837,0,56,0,0,0,0,0,807,0
123215.0,1,0.1009257020301313,0,11,0,0,0,0,0,717,0
469739.0,0,0.09769388434567285,1,4,0,0,0,0,0,559,0
360362.0,0,0.3449141420213192,1,26,0,0,0,0,0,797,0
212714.0,1,0.12407564108987598,0,85,0,0,0,1,0,771,0
220477.0,2,0.031111968780822504,1,100,0,0,0,1,0,651,0
36076.0,0,0.0,0,54,0,0,0,0,0,706,0
164353.0,1,0.0577240214724013,2,46,1,0,0,0,0,800,0
277754.0,0,0.0696948433173448,1,55,0,0,0,0,0,685,0
173936.0,1,0.12776110680096106,1,44,0,0,0,0,0,631,0
84070.0,0,0.06895316679512173,0,41,0,0,0,1,0,629,0
166315.0,0,0.06205828011274636,0,36,0,0,0,0,0,734,0
119628.0,2,0.0,0,47,1,0,0,0,0,620,0
266222.0,1,0.19350759990902466,0,26,0,0,0,0,0,707,0
270970.0,2,0.17739683386695126,0,25,1,0,0,0,0,740,0
102028.0,0,0.00489317454572612,0,31,0,0,0,0,0,474,0
135708.0,1,0.11017114710017335,0,31,0,0,0,1,0,811,0
79426.0,1,0.19427369243671852,0,64,1,0,0,0,0,608,0
1081241.0,2,0.2560485243075248,1,49,0,0,0,0,0,677,1
147745.0,1,0.08237652480891741,0,66,0,0,0,0,0,618,0
89676.0,0,0.1504262820120021,0,84,0,0,0,0,0,644,0
278818.0,2,0.08497703448531319,1,10,0,0,0,0,0,716,0
142242.0,1,0.04763089385619364,0,17,0,0,0,0,0,719,0
250778.0,0,0.026133996656564844,2,49,1,0,0,0,0,637,0
173886.0,0,0.12079504706775901,2,59,1,0,0,0,0,735,0
317490.0,1,0.15432851061439512,2,32,1,0,0,0,0,509,0
113794.0,0,0.12116033904707937,0,107,0,0,0,0,0,823,0
302059.0,0,0.16374738012746481,0,79,0,0,0,0,0,480,0
144058.0,1,0.23148318750410635,1,25,1,0,0,0,0,692,0
324271.0,0,0.2172342884334319,2,94,0,0,0,0,0,573,1
212958.0,0,0.10686587327539794,1,78,0,0,0,0,0,573,0
299703.0,1,0.06801743456043191,1,53,0,0,1,0,0,607,0
284475.0,1,0.13506254447911534,1,59,1,0,0,0,0,648,0
102532.0,1,0.041245713472520026,1,68,0,0,0,1,0,630,0
96816.0,0,0.1475710456692777,2,66,0,0,0,1,0,698,0
131700.0,3,0.10806591698665204,0,100,0,0,0,0,0,641,0
266998.0,0,0.09352758035661576,1,47,0,0,0,0,0,476,0
92851.0,0,0.043518437513669565,0,62,0,0,0,0,0,543,0
220192.0,1,0.07646561596771555,1,12,1,0,0,0,0,681,0
371416.0,2,0.007150199365016206,1,41,0,0,0,0,0,787,0
61337.0,0,0.1621361802999227,0,48,0,0,0,0,0,675,0
86117.0,2,0.08481218995543767,0,66,0,0,0,0,0,736,0
92321.0,0,0.04194519374461646,0,103,0,0,0,0,0,468,0
145487.0,1,0.07229302920812958,0,35,1,0,0,0,0,572,0
1081241.0,2,0.2560485243075248,1,49,0,0,0,0,0,677,1
189791.0,0,0.09404820047506125,0,57,0,0,0,0,0,621,0
193770.0,1,0.13430259012446652,0,119,0,0,0,0,0,577,0
118647.0,2,0.06171842093280056,2,55,0,0,0,0,0,614,0
756041.0,0,0.15804847656425286,0,110,0,0,0,0,0,564,0
113459.0,0,0.0453535777917824,1,66,0,0,0,0,0,624,0
324271.0,0,0.2172342884334319,2,94,0,0,0,0,0,573,1
589267.0,0,0.04962460686658432,0,53,0,0,0,0,0,791,0
278382.0,1,0.30222553571305016,1,35,1,0,0,0,0,646,0
268841.0,1,0.18585222214613437,0,85,0,0,0,0,0,686,0
204721.0,2,0.0,1,15,0,0,0,0,0,496,0
1081241.0,2,0.2560485243075248,1,49,0,0,0,0,0,677,1
135407.0,2,0.21026201667412572,0,37,1,0,0,0,0,392,0
416045.0,0,0.008054976240949103,1,109,0,0,0,0,0,669,0
246414.0,2,0.19846068432620714,1,135,0,0,0,0,0,435,0
584928.0,1,0.01599523063326347,0,74,0,0,0,0,0,719,0
86828.0,4,0.1630726307525733,0,91,0,0,0,0,0,478,0
731423.0,1,0.20099266814243297,0,28,0,0,0,0,0,295,0
139840.0,0,0.12678985900823656,1,54,1,0,0,0,0,684,0
89647.0,0,0.09809308754387888,0,86,1,0,0,0,0,528,0
107759.0,2,0.0629797688366644,0,80,0,0,0,0,0,655,0
245491.0,1,0.0,0,94,0,0,0,0,0,484,0
71552.0,1,0.10427972844327396,2,77,0,0,0,0,0,628,0
340253.0,0,0.05988333333333333,0,11,1,0,0,0,0,554,0
195445.0,0,0.06730279338618811,0,15,0,0,1,0,0,609,0
130008.0,0,0.20096113190813558,0,113,1,0,0,0,0,656,0
230460.0,0,0.04882820197529696,3,70,1,0,0,1,0,688,0
63427.0,0,0.19385009915541732,3,79,1,0,0,0,0,595,0
253946.0,3,0.07330809357222984,0,39,1,0,0,0,0,788,0
76953.0,1,0.08831068353067816,0,25,0,0,0,0,0,617,0
116883.0,2,0.04371106271805702,0,43,1,0,0,0,0,528,0
495941.0,0,0.03869940924696632,1,32,0,0,0,0,0,870,0
63601.0,0,0.0066859849753895745,0,63,1,1,0,0,0,603,0
286208.0,0,0.11203104344258559,1,34,0,0,0,1,0,880,0
173317.0,1,0.19554992683900146,2,10,1,0,0,0,0,553,0
209033.0,0,0.11340203088836723,1,57,0,0,0,0,0,777,0
568639.0,0,0.13780045992050513,3,40,0,0,0,0,0,505,0
354085.0,0,0.0,0,73,1,0,1,0,0,635,0
293187.0,0,0.11564511726302859,0,36,0,0,0,0,0,555,0
123276.0,1,0.08823772629543401,1,76,1,0,0,0,0,597,0
253639.0,1,0.17300602906556434,2,79,0,0,0,0,0,690,0
159579.0,2,0.10306303003973318,1,78,0,0,0,0,0,707,0
1081241.0,2,0.2560485243075248,1,49,0,0,0,0,0,677,1
287831.0,1,0.12134498911273353,0,22,0,0,0,0,0,575,0
193934.0,1,0.12835954521768628,0,43,0,0,0,0,0,729,0
251677.0,2,0.31044333333333335,0,36,0,0,0,0,0,652,0
823582.0,1,0.13397254267017472,1,37,0,0,0,0,0,527,0
206136.0,2,0.07436214495987309,0,88,0,0,0,0,0,682,0
734801.0,1,0.0009107923411002828,0,38,0,0,0,0,0,609,0
52509.0,1,0.15853491050859472,3,31,0,0,0,0,0,469,0
58459.0,1,0.062317739224990114,0,135,1,0,0,0,0,678,0
87526.0,0,0.027165024694736566,1,78,1,0,0,0,0,663,0
108068.0,0,0.2572737020417725,0,51,0,0,0,0,0,476,0
262874.0,1,0.20680550696208944,0,76,1,1,0,0,0,678,0
88987.0,0,0.035228995720248076,2,10,1,0,0,1,0,625,0
155344.0,0,0.10550325862292716,1,82,0,0,1,0,0,593,0
168828.0,1,0.0,1,118,0,0,0,0,0,834,0
148880.0,0,0.0,1,86,0,0,0,0,0,845,0
128987.0,0,0.21648,0,38,0,0,0,0,0,589,0
627118.0,1,0.11311497242860624,2,75,1,0,0,0,0,702,0
196288.0,0,0.09615989900387382,0,52,0,0,0,0,0,560,0
242362.0,1,0.07059014226668721,0,66,0,0,0,0,0,831,0
465937.0,4,0.04125238801506357,1,17,1,0,0,0,0,779,0
97779.0,0,0.12179651850921559,0,51,0,0,0,1,0,718,0
321054.0,1,0.1073379681763751,0,85,0,0,0,1,0,833,0
199371.0,0,0.20463169790497357,0,11,0,0,0,0,0,719,0
276063.0,0,0.1268070110990971,0,75,0,0,0,0,0,510,0
377136.0,1,0.16675110501204743,1,160,0,0,0,0,0,601,0
66450.0,1,0.025481957538223184,2,19,0,0,0,0,0,530,0
352148.0,1,0.0,0,50,1,0,0,0,0,782,0
407875.0,0,0.1685245722874931,1,29,1,0,0,0,0,756,0
270879.0,2,0.11117864591997338,0,18,0,0,0,0,0,638,0
410387.0,1,0.16694068072039359,0,12,0,0,0,0,0,723,0
208731.0,1,0.08101602259984474,0,46,0,0,0,0,0,578,0
260072.0,0,0.07184260034525175,1,43,0,0,0,0,0,731,0
196419.0,0,0.22955131481797011,2,21,0,0,0,0,0,520,0
66303.0,1,0.0,1,58,0,0,0,1,0,843,0
98785.0,3,0.1385914553839421,1,78,0,0,0,1,0,939,0
170301.0,0,0.27357232402443254,2,72,1,0,0,0,0,621,0
212339.0,0,0.21364881399293678,0,42,1,0,0,0,0,682,0
165550.0,1,0.21979624680288531,2,54,1,0,0,0,0,547,0
189521.0,1,0.0,1,86,0,0,0,0,0,667,0
73090.0,1,0.11725112703107814,0,47,0,0,0,0,0,681,0
292900.0,0,6.091974189523753e-07,0,64,0,0,0,0,0,497,0
406794.0,0,0.08342271228044934,1,55,0,0,0,0,0,512,0
77013.0,1,0.06361048455709226,2,61,1,0,0,0,0,614,0
150452.0,1,0.15750339305923053,0,24,0,0,0,0,0,624,0
206672.0,0,0.02392566782810685,1,34,1,0,0,0,0,750,0
82059.0,0,0.0,0,35,0,0,1,0,0,842,0
657535.0,0,0.2560762477121298,0,14,0,0,0,0,0,706,0
260640.0,2,0.167050023311717,1,45,0,0,0,0,0,721,0
70069.0,0,0.006587894294045108,1,26,1,0,0,0,0,677,0
278231.0,0,0.05067531517576696,0,83,0,0,0,0,0,423,0
202895.0,0,0.02678877106684483,1,42,0,0,1,0,0,835,0
180354.0,0,0.0,1,31,0,0,0,0,0,511,0
43660.0,0,0.03602464025525832,0,12,0,0,0,0,0,745,0
219150.0,0,0.030263773591445556,0,41,0,0,0,1,0,596,0
542083.0,1,0.09417475059883812,0,50,0,0,0,1,0,657,0
68463.0,0,0.08216502865094019,0,52,0,0,0,0,0,610,0
582317.0,0,0.08660365370723344,1,41,1,0,1,0,0,703,0
218484.0,0,0.10724038126411177,0,50,0,0,0,0,0,638,0
51823.0,0,0.022503886333091205,0,60,0,0,1,0,0,723,0
170686.0,1,0.0,0,21,0,0,0,0,0,728,0
123451.0,1,0.154874461013295,0,37,1,0,0,0,0,557,0
126570.0,1,0.13646218721406692,0,41,0,0,0,1,0,482,0
1081241.0,2,0.2560485243075248,1,49,0,0,0,0,0,677,1
150797.0,4,0.1529111169499633,0,90,1,0,0,0,0,548,0
482038.0,1,0.0,0,57,0,0,0,0,0,716,0
90697.0,1,0.0,1,19,0,0,0,1,0,710,0
1015084.0,0,0.14005812922739702,0,39,1,0,0,0,0,681,0
373951.0,0,0.0,1,33,0,0,0,1,0,652,0
681541.0,1,0.10065373920409554,1,42,0,0,0,0,0,514,0
81316.0,5,0.15234588428132712,1,33,1,0,0,0,0,673,0
477084.0,0,0.15653265744720612,0,16,0,0,0,0,0,601,0
93252.0,2,0.17038987453691407,2,38,0,0,0,0,0,754,0
1386242.0,0,0.16657551819593544,1,59,0,0,0,0,0,655,0
94090.0,1,0.15380046409424683,0,73,1,0,0,0,0,637,0
61840.0,1,0.05941942971696869,1,17,0,0,0,0,0,746,0
103784.0,0,0.10253091647543074,0,179,1,0,0,0,0,643,0
329572.0,1,0.2580282968480465,2,48,0,0,0,0,0,500,0
432552.0,0,0.07562433634601376,1,78,0,0,0,0,0,340,0
108401.0,1,0.08247226805070443,0,57,0,0,0,1,0,531,0
176402.0,2,0.16635498949440145,0,37,1,0,0,0,0,752,0
69641.0,0,0.13006316152536163,1,71,1,0,0,0,0,734,0
116854.0,1,0.09936979480652867,0,72,0,0,0,0,0,802,0
324271.0,0,0.2172342884334319,2,94,0,0,0,0,0,573,1
532389.0,1,0.01673200327883471,1,7,0,0,0,0,0,799,0
64156.0,2,0.08133587953817112,0,45,1,0,0,0,0,479,0
162255.0,2,0.06871833392673299,0,66,0,0,0,0,0,626,0
98820.0,0,0.16824911974480122,1,28,1,0,0,0,0,615,0
1081241.0,2,0.2560485243075248,1,49,0,0,0,0,0,677,1
153079.0,0,0.17739845951165106,1,161,0,0,0,0,0,531,0
97332.0,1,0.006339980178533281,1,57,1,0,0,0,0,711,0
69145.0,2,0.0,0,48,0,0,0,0,0,524,0
133594.0,2,0.12235736403236612,1,17,0,0,0,0,0,851,0
191966.0,1,0.16249061338015866,0,90,0,0,0,0,0,548,0
169313.0,0,0.2132583842398371,1,25,0,0,0,0,0,672,0
109337.0,0,0.03859446219144698,0,41,0,0,0,0,0,691,0
206395.0,2,0.2033500455479122,0,36,0,0,0,0,0,695,0
89875.0,1,0.13887733887733889,0,55,0,1,0,0,0,568,0
426894.0,0,0.0722215518281646,1,46,0,0,0,0,0,667,0
180516.0,1,0.039887538431674585,1,32,0,0,0,0,0,444,0
66675.0,0,0.15330899681841392,0,45,0,0,0,0,0,351,0
72390.0,1,0.06914678477934517,0,60,0,0,0,1,0,626,0
100134.0,0,0.06820387008763777,0,95,1,0,0,0,0,689,0
182779.0,2,0.09279761671109461,1,39,0,0,0,0,0,582,0
931275.0,1,0.09605459338019963,0,40,1,0,1,0,0,588,0
83278.0,0,0.15010505305179114,0,61,1,0,0,0,0,763,0
198441.0,2,0.0,0,30,1,0,0,0,0,648,0
324612.0,0,0.11909397715472482,1,76,0,0,0,0,0,651,0
300460.0,0,0.06244687205642475,1,111,0,0,0,0,0,562,0
239679.0,0,0.11092228550431747,1,48,0,0,0,0,0,852,0
120110.0,0,0.12321885995777622,1,50,0,0,0,0,0,464,0
147044.0,0,0.08892452226002248,0,52,0,0,0,0,0,638,0
103209.0,1,0.19337215997550722,1,15,0,0,0,1,0,649,0
915101.0,1,0.1675833821776347,0,122,0,0,0,0,0,671,0
374576.0,0,0.06877730793631304,0,39,0,0,0,1,0,593,0
101920.0,4,0.1381390377993426,0,21,0,0,0,0,0,686,0
142964.0,1,0.16720684330889293,0,20,0,0,0,0,0,684,0
1081241.0,2,0.2560485243075248,1,49,0,0,0,0,0,677,1
327254.0,0,0.07372435177092437,1,76,0,0,1,1,0,744,0
769624.0,1,0.005588907210828266,1,19,0,0,0,0,0,675,0
1081241.0,2,0.2560485243075248,1,49,0,0,0,0,0,677,1
126872.0,1,0.09446470003314551,1,115,0,0,0,0,0,763,0
174028.0,1,0.04048993923765894,0,57,0,1,1,0,0,639,0
94072.0,0,0.035427705230367,1,94,0,0,0,0,0,663,0
102626.0,2,0.06357648619741954,0,7,0,0,0,0,0,556,0
151056.0,1,0.062433252167969584,0,38,0,0,0,0,0,594,0
336280.0,0,0.13962369047951823,1,48,1,0,0,0,0,684,0
141542.0,0,0.12173155835480484,0,44,0,0,0,0,0,511,0
236804.0,0,0.12379301509343761,0,50,0,0,0,0,0,362,0
96135.0,2,0.07733333333333334,0,33,0,0,0,1,0,621,0
263205.0,1,0.12145997394278966,0,47,0,1,0,0,0,637,0
292119.0,0,0.10203283273558814,0,64,0,0,0,0,0,851,0
203553.0,0,0.13659808322435124,1,26,0,0,0,0,0,812,0
78955.0,1,0.12762196826728175,1,38,0,0,0,1,0,584,0
142142.0,0,0.06110590928006658,0,82,1,0,0,0,0,786,0
382850.0,0,0.16196894938773998,1,37,0,1,0,0,0,749,0
241214.0,0,0.09376301953667215,0,26,0,0,0,0,0,863,0
141364.0,0,0.06803400500443514,1,54,0,0,0,0,0,791,0
188534.0,1,0.06803670320021,0,122,1,0,0,0,0,649,0
412794.0,0,0.18907712934598753,1,30,1,0,0,1,0,551,0
25364.0,0,0.002123932813659985,0,22,0,0,0,0,0,839,0
334549.0,0,0.03887907961834061,0,47,0,0,0,0,0,695,0
90018.0,0,0.16263455056988949,0,42,0,0,0,0,0,730,0
256388.0,0,0.0,1,26,0,0,0,0,0,477,0
1081241.0,2,0.2560485243075248,1,49,0,0,0,0,0,677,1
200925.0,0,0.06655300137256204,2,15,1,0,0,0,0,638,0
388303.0,0,0.046675868555289934,1,34,0,0,0,0,0,409,0
99425.0,1,0.029344109990739276,0,60,1,0,0,0,0,747,0
212700.0,0,0.10167887818496545,0,17,1,0,0,0,0,678,0
436572.0,1,0.06296203769840572,2,45,0,0,1,0,0,722,0
282844.0,0,0.013804444284549336,0,59,0,0,0,0,0,553,0
164833.0,1,0.19731305715667613,0,31,1,0,0,0,0,577,0
